ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01000005G2880	0.95	0.65	0.53	0.3	0.1
PH01000005G2890	0.11	0.31	1.11	0.17	0.64
PH01000005G2900	1.82	0.75	0.09	0	0
PH01000005G2970	5.05	7.65	13.2	11.62	15.06
PH01000005G3030	25.96	27.55	40.06	7.84	14.15
PH01000005G3110	119.81	134.96	142.15	73.06	76.1
PH01000005G3140	39.21	33.42	21.68	24.81	10.36
PH01000005G3210	96.12	83.17	73.03	68.68	31
PH01000005G3220	85.65	79.69	64.77	66.14	35.24
PH01000005G3390	133.46	150.29	188.91	115.07	121.82
PH01000005G3400	157.5	173.13	227.24	131.56	146.86
PH01000005G3500	55.57	55.11	53.74	60.32	51.55
PH01000005G3600	4.15	3.33	2.44	1.71	1.05
PH01000005G3610	17.73	19.18	16.91	20.43	10.26
PH01000005G3620	18.41	13.59	17.59	25.49	26.11
PH01000005G3640	8.59	10.41	10.2	7.75	5.36
PH01000005G3710	33.74	28.96	17.11	18.79	7.87
PH01000005G3860	21.04	18.51	24.56	20.71	34.9
PH01000005G4060	16.11	23.34	33.19	32.99	31.44
PH01000005G4070	154.19	133.14	98.29	91.14	72.95
PH01000005G4150	151.58	130.43	101.79	96.14	68.57
PH01000006G0210	92.73	58.44	60.61	81.6	91.25
PH01000006G0350	1.96	1.78	1.15	2.19	1
PH01000006G0380	15.69	16.17	19.22	19.62	22.35
PH01000006G0390	165.31	168.73	90.26	101.47	50.81
PH01000006G0400	46.27	47.55	42.44	48.68	47.32
PH01000006G0430	69.46	75.77	76.24	66.96	74.16
PH01000006G0450	14.13	16.61	15.88	16.68	9.99
PH01000006G0460	8.41	8.69	15.25	23.53	29.33
PH01000006G0610	44.02	43.72	51.74	45.48	46.01
PH01000006G0660	0.08	0.15	0.24	0.51	0.17
PH01000006G0760	453.76	555.37	528.55	532.1	698.81
PH01000006G0810	1.39	1.33	2.19	0.66	3.06
PH01000006G0880	1.13	0.66	0.77	6.06	4.23
PH01000006G0910	12.93	12.77	8.15	6.48	5.86
PH01000006G0920	23.43	26.86	34.72	35.49	53.09
PH01000006G0940	2.28	2.48	2.5	1.74	1.1
PH01000006G0960	13.53	7.96	17.55	21.4	25.79
PH01000006G1010	1.14	1.07	2.47	3.15	3.49
PH01000006G1030	859.44	891.57	776.16	651.85	689.84
PH01000006G1150	0.98	0.57	3.02	4.46	15.03
PH01000006G1230	4.55	2.56	4.04	4.18	14.26
PH01000006G1420	47.8	44.34	37.19	32.01	19.52
PH01000006G1440	20.72	15.93	10.32	24.82	21.57
PH01000006G1450	3.96	3.71	1.7	3.62	4.67
PH01000006G1570	132.04	104.87	98.07	136.89	105.99
PH01000006G1670	11.1	12.79	12.04	19.42	18.45
PH01000006G2010	19.06	19.82	20.22	20.13	25.83
PH01000006G2340	298.32	289.35	346.24	369.86	555.24
PH01000006G2370	11.98	14.3	19.98	10.21	18.43
PH01000006G2390	64.67	61.72	52.03	64.66	58.57
PH01000006G2400	48.03	48.26	44.87	45.66	46.12
